month,nt_val,nt_yoy,nt_mom,nt_accu,town_val,town_yoy,town_mom,town_accu,cnt_val,cnt_yoy,cnt_mom,cnt_accu,ppi_yoy,ppi_mp_yoy,ppi_mp_qm_yoy,ppi_mp_rm_yoy,ppi_mp_p_yoy,ppi_cg_yoy,ppi_cg_f_yoy,ppi_cg_c_yoy,ppi_cg_adu_yoy,ppi_cg_dcg_yoy,ppi_mom,ppi_mp_mom,ppi_mp_qm_mom,ppi_mp_rm_mom,ppi_mp_p_mom,ppi_cg_mom,ppi_cg_f_mom,ppi_cg_c_mom,ppi_cg_adu_mom,ppi_cg_dcg_mom,ppi_accu,ppi_mp_accu,ppi_mp_qm_accu,ppi_mp_rm_accu,ppi_mp_p_accu,ppi_cg_accu,ppi_cg_f_accu,ppi_cg_c_accu,ppi_cg_adu_accu,ppi_cg_dcg_accu,m0,m0_yoy,m0_mom,m1,m1_yoy,m1_mom,m2,m2_yoy,m2_mom,inc_month,inc_cumval,stk_endval
2025-12-01,100.8,0.8,0.2,0.0,100.9,0.9,0.2,100.1,100.6,0.6,0.2,99.8,-1.9,-2.1,-4.7,-2.6,-1.6,-1.3,-1.5,-0.1,1.4,-3.5,0.2,0.3,0.8,0.6,0.2,0.0,-0.1,0.2,0.5,-0.2,-2.6,-3.0,-9.0,-3.4,-2.4,-1.5,-1.6,-0.1,0.8,-3.3,141261.37,10.2,2.83,1155146.5,3.8,2.33,3402948.06,8.5,0.98,22075.0,356033.0,442.12
2025-11-01,100.7,0.7,-0.1,0.0,100.7,0.7,-0.1,100.0,100.4,0.4,0.0,99.7,-2.2,-2.4,-6.1,-2.9,-1.9,-1.5,-1.5,-0.3,1.1,-3.6,0.1,0.1,1.7,-0.2,0.1,0.0,-0.1,0.1,0.2,-0.2,-2.7,-3.1,-9.3,-3.5,-2.5,-1.5,-1.6,-0.1,0.7,-3.3,137369.38,10.6,1.4,1128866.64,4.9,0.8,3369890.52,8.0,0.55,24926.0,333958.0,440.07
2025-10-01,100.2,0.2,0.2,-0.1,100.3,0.3,0.2,100.0,99.8,-0.2,0.1,99.7,-2.1,-2.4,-7.8,-2.5,-1.9,-1.4,-1.6,-0.3,1.0,-3.2,0.1,0.1,1.0,0.0,0.1,0.0,-0.1,-0.1,0.7,-0.3,-2.7,-3.2,-9.7,-3.5,-2.5,-1.5,-1.6,-0.1,0.7,-3.3,135478.14,10.6,-0.25,1119962.73,6.2,-1.02,3351312.31,8.2,-0.07,8178.0,309032.0,437.71
2025-09-01,99.7,-0.3,0.1,-0.1,99.8,-0.2,0.0,99.9,99.5,-0.5,0.2,99.7,-2.3,-2.4,-9.0,-2.9,-1.7,-1.7,-1.7,-0.3,0.7,-3.9,0.0,0.0,1.2,0.0,-0.1,-0.2,-0.1,0.0,0.2,-0.4,-2.8,-3.3,-9.9,-3.6,-2.6,-1.5,-1.6,-0.1,0.6,-3.3,135813.36,11.5,1.81,1131455.07,7.2,1.73,3353771.03,8.4,1.02,35299.0,300854.0,437.08
2025-08-01,99.6,-0.4,0.0,-0.1,99.7,-0.3,0.0,100.0,99.4,-0.6,0.1,99.7,-2.9,-3.2,-11.5,-4.1,-2.2,-1.7,-1.7,0.0,0.4,-3.7,0.0,0.1,1.3,0.2,0.0,-0.1,0.1,0.0,-0.2,-0.3,-2.9,-3.4,-9.9,-3.7,-2.7,-1.4,-1.6,-0.1,0.6,-3.2,133402.29,11.7,0.42,1112255.7,6.0,0.15,3319831.44,8.8,0.62,25660.0,265555.0,433.65
2025-07-01,100.0,0.0,0.4,-0.1,100.0,0.0,0.4,100.0,99.7,-0.3,0.3,99.7,-3.6,-4.3,-14.0,-5.4,-3.1,-1.6,-1.8,-0.1,0.6,-3.5,-0.2,-0.2,-0.2,-0.1,-0.3,-0.2,0.0,-0.1,-0.2,-0.6,-2.9,-3.4,-9.7,-3.7,-2.8,-1.4,-1.6,-0.1,0.7,-3.1,132800.0,11.8,0.74,1110600.0,5.6,-2.54,3299400.0,8.8,-0.11,11307.0,239895.0,431.25
2025-06-01,100.1,0.1,-0.1,-0.1,100.1,0.1,-0.1,100.0,99.8,-0.2,0.0,99.7,-3.6,-4.4,-13.2,-5.5,-3.2,-1.4,-2.0,0.1,0.8,-2.7,-0.4,-0.6,-1.2,-0.7,-0.5,-0.1,-0.3,0.0,0.1,-0.1,-2.8,-3.2,-9.0,-3.4,-2.7,-1.4,-1.5,-0.1,0.7,-3.0,131827.18,12.0,0.43,1139494.08,4.6,4.62,3302868.17,8.3,1.38,42251.0,228588.0,430.24
2025-05-01,99.9,-0.1,-0.2,-0.1,100.0,0.0,-0.2,100.0,99.6,-0.4,-0.2,99.7,-3.3,-4.0,-11.9,-5.4,-2.8,-1.4,-1.4,0.0,0.6,-3.3,-0.4,-0.6,-2.5,-0.9,-0.3,0.0,-0.1,0.2,0.1,0.1,-2.6,-3.0,-8.2,-3.0,-2.6,-1.4,-1.5,-0.1,0.7,-3.1,131300.0,12.1,-0.07,1089100.0,2.3,-0.21,3257800.0,7.9,0.19,22899.0,186336.0,426.16
2025-04-01,99.9,-0.1,0.1,-0.1,100.0,0.0,0.2,100.0,99.7,-0.3,0.0,99.7,-2.7,-3.1,-9.4,-3.6,-2.3,-1.6,-1.4,-0.1,0.6,-3.7,-0.4,-0.5,-2.1,-1.0,-0.2,-0.2,-0.1,0.3,0.2,-0.7,-2.4,-2.7,-7.2,-2.3,-2.6,-1.4,-1.5,-0.2,0.7,-3.0,131387.01,12.0,0.53,1091407.33,1.5,-3.83,3251739.32,8.0,-0.27,11599.0,163437.0,424.0
2025-03-01,99.9,-0.1,-0.4,99.9,99.9,-0.1,-0.4,99.9,99.7,-0.3,-0.3,99.8,-2.5,-2.8,-8.3,-2.4,-2.6,-1.5,-1.4,-0.3,0.7,-3.4,-0.4,-0.4,-2.9,-0.6,-0.1,-0.4,-0.2,-0.1,-0.1,-1.0,-2.3,-2.6,-6.5,-1.9,-2.6,-1.3,-1.5,-0.2,0.7,-2.8,130691.86,11.5,-1.56,1134863.1,1.6,3.7,3260554.57,7.0,1.73,58961.0,151838.0,422.97
2025-02-01,99.3,-0.7,-0.2,-0.1,99.3,-0.7,-0.2,99.9,99.3,-0.7,-0.1,99.8,-2.2,-2.5,-6.3,-1.5,-2.7,-1.2,-1.6,-0.2,0.9,-2.5,-0.1,-0.2,-1.3,0.1,-0.2,0.0,-0.2,-0.2,0.1,0.0,-2.2,-2.6,-5.6,-1.7,-2.7,-1.2,-1.5,-0.2,0.7,-2.5,132756.61,9.7,-6.68,1094370.01,0.1,-2.68,3205173.24,7.0,0.63,22331.0,92877.0,417.29
2025-01-01,100.5,0.5,0.7,100.5,100.6,0.6,0.8,100.6,100.3,0.3,0.5,100.3,-2.3,-2.6,-4.9,-1.9,-2.7,-1.2,-1.4,-0.1,0.5,-2.6,-0.2,-0.2,-0.2,0.0,-0.3,0.0,-0.2,-0.2,-0.1,0.2,-2.3,-2.6,-4.9,-1.9,-2.7,-1.2,-1.4,-0.1,0.5,-2.6,142254.48,17.2,10.97,1124457.45,0.4,1.02,3185247.18,7.0,1.59,70546.0,70546.0,415.19
2024-12-01,100.1,0.1,0.0,0.2,100.1,0.1,0.0,100.2,100.0,0.0,-0.1,100.3,-2.3,-2.6,-4.6,-2.2,-2.7,-1.4,-1.4,-0.1,0.6,-3.1,-0.1,0.0,-0.8,0.3,-0.1,-0.1,-0.1,0.0,0.2,-0.3,-2.2,-2.5,-2.9,-1.7,-2.9,-1.1,-1.1,-0.1,0.0,-2.2,128194.16,13.0,3.23,1113069.0,1.2,3.41,3135322.3,7.3,0.5,28537.0,322558.0,408.34
2024-11-01,100.2,0.2,-0.6,0.3,100.1,0.1,-0.6,100.2,100.2,0.2,-0.6,100.3,-2.5,-2.9,-4.9,-2.9,-2.7,-1.4,-1.5,-0.3,0.2,-2.7,0.1,0.1,-0.1,0.2,0.1,0.0,-0.2,0.0,0.1,0.2,-2.1,-2.5,-2.7,-1.6,-2.9,-1.1,-1.1,-0.1,0.0,-2.1,124180.26,12.7,1.42,650904.16,-3.7,2.77,3119587.27,7.1,0.73,23288.0,294051.0,405.6
2024-10-01,100.3,0.3,-0.3,100.3,100.2,0.2,-0.3,100.2,100.3,0.3,-0.3,100.3,-2.9,-3.3,-5.1,-4.0,-2.9,-1.6,-1.6,-0.4,0.1,-3.1,-0.1,0.1,-0.3,-0.4,0.3,-0.4,-0.3,0.0,0.3,-1.1,-2.1,-2.5,-2.5,-1.5,-2.9,-1.0,-1.0,0.0,0.0,-2.1,122447.04,12.8,0.51,633357.47,-6.1,0.82,3097092.01,7.5,0.07,14120.0,270763.0,403.45
2024-09-01,100.4,0.4,0.0,100.3,100.4,0.4,-0.1,100.2,100.6,0.6,0.1,100.3,-2.8,-3.3,-2.5,-3.2,-3.3,-1.3,-1.6,-0.3,-0.3,-2.1,-0.6,-0.8,-1.6,-1.2,-0.6,-0.1,-0.2,0.2,-0.2,-0.2,-2.0,-2.4,-2.2,-1.2,-2.9,-1.0,-0.9,0.0,-0.1,-2.0,121830.0,11.5,1.97,628236.54,-7.4,-0.32,3094798.24,6.8,1.45,37635.0,256643.0,402.19
2024-08-01,100.6,0.6,0.4,100.2,100.6,0.6,0.3,100.2,100.8,0.8,0.4,100.3,-1.8,-2.0,0.9,-0.8,-2.7,-1.1,-1.3,-0.4,0.0,-1.9,-0.7,-1.0,-1.6,-1.2,-0.9,0.0,0.0,-0.1,0.0,0.0,-1.9,-2.3,-2.2,-0.9,-2.8,-0.9,-0.9,0.1,0.0,-2.0,119500.0,12.2,0.55,630200.0,-7.3,-0.33,3050500.0,6.3,0.57,30323.0,219008.0,398.56
2024-07-01,100.5,0.5,0.5,100.2,100.5,0.5,0.6,100.2,100.7,0.7,0.4,100.2,-0.8,-0.7,3.5,1.8,-2.1,-1.0,-0.7,-0.5,-0.3,-2.0,-0.2,-0.3,0.7,-0.2,-0.4,0.0,-0.2,0.1,0.1,0.2,-2.0,-2.3,-2.6,-1.0,-2.9,-0.9,-0.8,0.1,0.0,-2.0,118840.46,12.0,0.94,632296.54,-6.6,-4.29,3033060.78,6.3,-0.56,7707.0,188685.0,395.72
2024-06-01,100.2,0.2,-0.2,100.1,100.2,0.2,-0.2,100.1,100.4,0.4,-0.2,100.2,-0.8,-0.8,2.7,1.6,-2.0,-0.8,-0.2,0.0,-0.1,-2.1,-0.2,-0.2,0.3,-0.5,-0.1,-0.1,0.3,-0.1,0.0,-0.7,-2.1,-2.6,-3.6,-1.4,-3.0,-0.9,-0.8,0.2,0.0,-2.0,117736.77,11.7,0.58,660610.52,-5.0,2.13,3050161.54,6.2,1.05,32985.0,180978.0,395.1
2024-05-01,100.3,0.3,-0.1,100.1,100.3,0.3,-0.1,100.1,100.4,0.4,-0.1,100.1,-1.4,-1.6,-1.2,0.5,-2.6,-0.8,-0.7,0.4,0.0,-1.8,0.2,0.4,0.2,0.9,0.1,-0.1,-0.2,0.1,0.0,-0.3,-2.4,-2.9,-4.7,-2.0,-3.2,-0.9,-0.9,0.3,0.0,-1.9,117062.72,11.7,-0.21,646842.47,-4.2,-2.0,3018506.73,7.0,0.22,20623.0,147993.0,391.93
2024-04-01,100.3,0.3,0.1,100.1,100.3,0.3,0.1,100.1,100.4,0.4,0.0,100.0,-2.5,-3.1,-4.8,-1.9,-3.6,-0.9,-0.8,0.3,0.1,-1.9,-0.2,-0.2,-1.0,0.3,-0.4,-0.1,-0.1,0.0,0.3,-0.5,-2.7,-3.3,-5.5,-2.6,-3.4,-1.0,-1.0,0.3,0.0,-2.0,117300.0,10.8,0.08,660100.0,-1.4,-3.75,3011900.0,7.2,-1.18,-658.0,127370.0,389.93
2024-03-01,100.1,0.1,-1.0,100.0,100.0,0.0,-1.0,100.0,100.1,0.1,-0.7,99.9,-2.8,-3.5,-5.8,-2.9,-3.6,-1.0,-1.3,0.3,-0.1,-1.8,-0.1,-0.1,-0.8,0.3,-0.2,-0.1,-0.4,0.0,0.0,0.0,-2.7,-3.3,-5.7,-2.9,-3.3,-1.0,-1.0,0.3,0.0,-2.0,117210.5,11.0,-3.14,685808.9,1.1,2.99,3047952.16,8.3,1.75,48335.0,128028.0,390.32
2024-02-01,100.7,0.7,1.0,100.0,100.8,0.8,1.1,100.0,100.5,0.5,0.9,99.8,-2.7,-3.4,-5.5,-3.4,-3.2,-0.9,-0.9,0.3,0.0,-1.9,-0.2,-0.3,0.2,-0.4,-0.3,-0.1,0.0,-0.1,-0.2,0.0,-2.6,-3.2,-5.7,-2.9,-3.1,-1.0,-0.9,0.2,0.0,-2.1,121009.93,12.5,-0.32,665916.09,1.2,-4.07,2995572.97,8.7,0.65,14959.0,79693.0,385.71
2024-01-01,99.2,-0.8,0.3,99.2,99.2,-0.8,0.3,99.2,99.2,-0.8,0.2,99.2,-2.5,-3.0,-6.0,-2.3,-3.1,-1.1,-1.0,0.1,0.0,-2.3,-0.2,-0.2,0.2,-0.2,-0.3,-0.2,-0.1,-0.2,0.0,-0.4,-2.5,-3.0,-6.0,-2.3,-3.1,-1.1,-1.0,0.1,0.0,-2.3,121398.54,5.9,7.01,694197.88,5.9,2.01,2976250.2,8.7,1.83,64734.0,64734.0,384.32
2023-12-01,99.7,-0.3,0.1,100.2,99.7,-0.3,0.1,100.3,99.5,-0.5,0.1,100.1,-2.7,-3.3,-7.0,-2.8,-3.2,-1.2,-1.4,0.1,-0.1,-2.2,-0.3,-0.3,-1.1,-0.5,-0.2,-0.1,-0.3,-0.2,-0.2,0.1,-3.0,-3.9,-7.7,-4.4,-3.3,-0.1,0.2,1.1,0.5,-1.1,113444.64,8.3,2.92,680542.52,1.3,0.69,2922713.33,9.7,0.37,19326.0,355799.0,378.08
2023-11-01,99.5,-0.5,-0.5,100.3,99.6,-0.4,-0.5,100.3,99.2,-0.8,-0.4,100.1,-3.0,-3.4,-7.3,-3.2,-3.1,-1.2,-1.7,0.1,0.2,-2.2,-0.3,-0.3,-0.3,-0.9,-0.1,-0.2,-0.3,-0.1,0.0,-0.2,-3.1,-3.9,-7.8,-4.5,-3.3,0.0,0.3,1.2,0.6,-1.1,110225.18,10.4,1.53,675903.41,1.3,0.18,2912014.22,10.0,1.03,24554.0,336473.0,376.39
2023-10-01,99.8,-0.2,-0.1,100.4,99.9,-0.1,-0.1,100.4,99.5,-0.5,-0.1,100.2,-2.6,-3.0,-6.2,-2.3,-3.0,-0.9,-1.2,0.4,0.4,-2.0,0.0,0.1,2.4,0.4,-0.2,-0.1,-0.3,0.1,0.0,-0.1,-3.1,-4.0,-7.8,-4.7,-3.3,0.1,0.5,1.3,0.6,-0.9,108565.35,10.2,-0.63,674696.07,1.9,-0.55,2882276.07,10.3,-0.5,18441.0,311919.0,374.17
2023-09-01,100.0,0.0,0.2,100.4,100.1,0.1,0.2,100.5,99.7,-0.3,0.3,100.3,-2.5,-3.0,-7.4,-2.8,-2.8,-0.3,-0.3,0.8,0.7,-1.2,0.4,0.5,1.8,1.3,0.1,0.1,0.2,0.2,0.1,0.0,-3.1,-4.1,-8.0,-4.9,-3.4,0.3,0.7,1.5,0.6,-0.8,109253.22,10.7,2.57,678443.65,2.1,-0.17,2896659.11,10.3,0.95,41326.0,293478.0,372.5
2023-08-01,100.1,0.1,0.3,100.5,100.2,0.2,0.2,100.5,99.8,-0.2,0.4,100.3,-3.0,-3.7,-9.9,-4.0,-3.1,-0.2,-0.2,1.0,0.6,-1.2,0.2,0.3,0.9,1.4,-0.2,0.1,0.6,-0.2,-0.3,-0.1,-3.2,-4.2,-8.1,-5.2,-3.4,0.3,0.9,1.5,0.6,-0.8,106515.36,9.5,0.36,679588.35,2.2,0.35,2869343.25,10.6,0.54,31279.0,252152.0,368.61
2023-07-01,99.7,-0.3,0.2,100.5,99.8,-0.2,0.3,100.6,99.4,-0.6,0.0,100.4,-4.4,-5.5,-14.7,-7.6,-3.8,-0.4,-0.9,1.5,0.8,-1.5,-0.2,-0.4,-0.1,-0.4,-0.4,0.3,0.3,0.6,0.2,0.2,-3.2,-4.3,-7.8,-5.3,-3.5,0.4,1.0,1.6,0.6,-0.7,106129.68,9.9,0.67,677218.92,2.3,-2.64,2854031.56,10.7,-0.66,5366.0,220873.0,365.77
2023-06-01,100.0,0.0,-0.2,100.7,100.0,0.0,-0.2,100.7,99.9,-0.1,-0.2,100.6,-5.4,-6.8,-16.2,-9.5,-4.7,-0.5,-0.6,1.0,0.3,-1.5,-0.8,-1.1,-3.5,-1.6,-0.6,-0.2,-0.2,0.3,0.1,-0.4,-3.1,-4.1,-6.6,-5.0,-3.4,0.6,1.3,1.6,0.6,-0.6,105419.2,9.8,0.63,695595.48,3.1,3.01,2873023.83,11.3,1.86,42265.0,215507.0,365.45
2023-05-01,100.2,0.2,-0.2,100.8,100.2,0.2,-0.2,100.8,100.1,0.1,-0.2,100.8,-4.6,-5.9,-11.5,-7.7,-4.6,-0.1,0.2,1.4,0.3,-1.1,-0.9,-1.2,-3.4,-1.5,-0.9,-0.2,-0.3,-0.1,0.1,-0.4,-2.6,-3.5,-4.6,-4.0,-3.2,0.8,1.7,1.8,0.6,-0.4,104756.71,9.6,-1.08,675252.98,4.7,0.82,2820504.68,11.6,0.43,15560.0,173242.0,361.42
2023-04-01,100.1,0.1,-0.1,101.0,100.2,0.2,-0.1,101.0,100.1,0.1,-0.2,100.9,-3.6,-4.7,-8.5,-6.3,-3.6,0.4,1.0,2.0,0.4,-0.6,-0.5,-0.6,-2.0,-0.8,-0.4,-0.3,-0.5,0.0,0.0,-0.3,-2.1,-2.9,-2.9,-3.0,-2.8,1.0,2.1,1.9,0.7,-0.2,105904.46,10.7,0.3,669761.55,5.3,-1.22,2808469.34,12.4,-0.22,12249.0,157682.0,359.95
2023-03-01,100.7,0.7,-0.3,101.3,100.7,0.7,-0.3,101.3,100.6,0.6,-0.3,101.2,-2.5,-3.4,-4.7,-4.2,-2.8,0.9,2.0,2.0,0.5,-0.2,0.0,0.0,-0.5,-0.2,0.1,0.0,-0.1,0.1,0.2,-0.1,-1.6,-2.3,-0.9,-1.9,-2.6,1.2,2.5,1.8,0.8,-0.1,105591.3,11.0,-1.87,678059.63,5.1,3.06,2814566.31,12.7,2.15,53867.0,145433.0,359.02
2023-02-01,101.0,1.0,-0.5,101.5,101.0,1.0,-0.5,101.6,101.0,1.0,-0.5,101.5,-1.4,-2.0,0.3,-1.3,-2.6,1.1,2.6,1.6,0.7,-0.2,0.0,0.1,-0.3,0.7,-0.1,-0.3,-0.1,-0.3,-0.3,-0.5,-1.1,-1.7,1.1,-0.7,-2.4,1.3,2.7,1.8,1.0,0.0,107602.58,10.6,-6.11,657938.74,5.8,0.42,2755249.23,12.9,0.63,31610.0,91566.0,353.97
2023-01-01,102.1,2.1,0.8,102.1,102.1,2.1,0.8,102.1,102.1,2.1,0.5,102.1,-0.8,-1.4,2.0,-0.1,-2.3,1.5,2.8,1.9,1.2,0.3,-0.4,-0.5,-1.0,-0.7,-0.4,-0.3,-0.5,-0.3,0.0,-0.2,-0.8,-1.4,2.0,-0.1,-2.3,1.5,2.8,1.9,1.2,0.3,114601.3,7.9,9.45,655214.16,6.7,-2.45,2738072.06,12.6,2.77,59956.0,59956.0,350.93
2022-12-01,101.8,1.8,0.0,102.0,101.8,1.8,0.0,102.0,101.8,1.8,-0.2,102.0,-0.7,-1.4,1.7,1.2,-2.7,1.8,3.2,2.4,1.3,0.6,-0.5,-0.6,-1.4,-0.8,-0.3,-0.2,-0.6,-0.2,0.1,0.1,4.1,4.9,16.5,10.3,1.5,1.5,2.7,1.8,1.6,0.1,104706.03,15.3,4.98,671674.76,3.7,0.69,2664320.84,11.8,0.65,13063.0,320104.0,344.21
2022-11-01,101.6,1.6,-0.2,102.0,101.5,1.5,-0.2,102.0,101.7,1.7,-0.2,102.0,-1.3,-2.3,-3.9,0.3,-3.2,2.0,3.9,2.3,1.4,0.4,0.1,0.0,0.9,-0.1,0.0,0.1,0.2,0.2,0.2,0.0,4.6,5.5,18.1,11.2,1.8,1.4,2.6,1.8,1.6,0.0,99740.12,14.1,1.34,667042.61,4.6,0.74,2647008.48,12.4,1.3,19837.0,307041.0,343.19
2022-10-01,102.1,2.1,0.1,102.0,102.0,2.0,0.0,102.0,102.5,2.5,0.1,102.0,-1.3,-2.5,-6.7,1.2,-3.5,2.2,4.6,2.5,1.6,0.2,0.2,0.1,1.0,-0.1,0.1,0.5,0.6,0.5,0.3,0.7,5.2,6.4,20.8,12.4,2.4,1.4,2.5,1.7,1.6,0.0,98416.71,14.4,-0.26,662140.99,5.8,-0.36,2612914.57,11.8,-0.52,9134.0,287204.0,341.42
2022-09-01,102.8,2.8,0.3,102.0,102.7,2.7,0.3,102.0,103.1,3.1,0.4,102.0,0.9,0.6,3.5,5.8,-1.9,1.8,4.1,2.3,1.6,-0.6,-0.1,-0.2,-0.8,0.1,-0.3,0.1,0.3,0.3,0.0,0.0,5.9,7.4,24.9,13.8,3.1,1.3,2.3,1.6,1.6,-0.1,98672.06,13.6,1.48,664535.17,6.4,-0.01,2626600.92,12.1,1.22,35411.0,278070.0,340.65
2022-08-01,102.5,2.5,-0.1,101.9,102.4,2.4,-0.1,101.9,102.7,2.7,-0.1,101.8,2.3,2.4,10.1,7.8,-0.7,1.6,3.7,2.2,1.5,-0.6,-1.2,-1.6,-4.5,-2.4,-0.9,-0.1,0.0,0.3,0.0,-0.4,6.6,8.3,28.1,14.9,3.7,1.2,2.0,1.5,1.6,0.0,97231.03,14.3,0.75,664604.85,6.1,0.42,2595068.27,12.2,0.66,24712.0,242659.0,337.22
2022-07-01,102.7,2.7,0.5,101.8,102.6,2.6,0.4,101.9,103.0,3.0,0.5,101.7,4.2,5.0,18.8,11.4,0.9,1.7,3.7,2.1,1.5,-0.3,-1.3,-1.7,-1.9,-2.5,-1.3,0.2,0.6,0.1,-0.3,0.2,7.2,9.2,31.0,15.9,4.3,1.2,1.8,1.4,1.6,0.1,96509.19,13.9,0.52,661832.33,6.7,-1.86,2578078.57,12.0,-0.13,7785.0,217947.0,334.9
2022-06-01,102.5,2.5,0.0,101.7,102.5,2.5,0.0,101.7,102.6,2.6,0.0,101.5,6.1,7.5,27.3,15.2,2.4,1.7,3.2,2.3,1.9,-0.2,0.0,-0.1,1.9,0.3,-0.4,0.3,0.5,0.7,0.1,-0.1,7.7,9.9,33.4,16.7,4.9,1.1,1.5,1.3,1.6,0.2,96011.17,13.9,0.49,674374.81,5.8,4.54,2581451.2,11.4,2.15,51926.0,210162.0,334.28
2022-05-01,102.1,2.1,-0.2,101.5,102.1,2.1,-0.2,101.6,102.1,2.1,-0.1,101.2,6.4,8.1,29.7,15.1,3.2,1.2,2.2,1.2,1.5,-0.1,0.1,0.1,-0.1,0.1,0.1,0.3,0.6,0.5,0.2,0.1,8.1,10.4,34.7,17.0,5.4,0.9,1.1,1.1,1.6,0.3,95546.86,13.5,-0.08,645107.52,4.6,1.41,2527026.15,11.1,1.09,28415.0,158236.0,329.2
2022-04-01,102.1,2.1,0.4,101.4,102.2,2.2,0.4,101.5,102.0,2.0,0.3,101.0,8.0,10.3,38.3,17.4,4.8,1.0,1.6,0.7,1.8,-0.1,0.6,0.8,2.0,1.4,0.4,0.2,0.4,0.0,0.2,0.0,8.5,11.0,36.1,17.6,6.0,0.9,0.8,1.1,1.6,0.3,95626.49,11.5,0.51,636139.01,5.1,-1.38,2499710.9,10.5,0.08,9327.0,129821.0,326.47
